artists,type,sex,album_name,artists,won,num_of_tracks,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Bon Iver,Group,Male,"I, I",Bon Iver,False,10,0.3952,0.26779000000000003,5.1,-16.2061,0.7,0.03737,0.9439,0.44939999999999997,0.192,0.20817999999999998,123.1944,236886.6
H.E.R.,Person,Female,I Used to Know Her,H.E.R.,False,19,0.5500526315789473,0.4922105263157895,3.9473684210526314,-9.298842105263157,0.47368421052631576,0.1676473684210526,0.4711421052631579,0.0030976163157894736,0.1675,0.37105789473684203,107.5017894736842,227946.0
Lana Del Rey,Person,Female,Norman Fucking Rockwell!,Lana Del Rey,False,14,0.4646428571428571,0.2698642857142857,6.5,-12.040857142857144,0.42857142857142855,0.03665,0.8220714285714285,0.04830235,0.11763571428571427,0.23121428571428573,95.80399999999999,290562.71428571426
Lil Nas X,Person,Male,7,Lil Nas X,False,8,0.7515000000000001,0.586625,5.875,-6.646625,0.625,0.1109625,0.15275,8.775375e-05,0.15836250000000002,0.531375,142.74237499999998,141091.75
Ariana Grande,Person,Female,"Thank U, Next",Ariana Grande,False,12,0.6682499999999999,0.5255833333333334,4.666666666666667,-6.622,0.6666666666666666,0.14164166666666667,0.29873333333333335,0.0045684075,0.1547416666666667,0.38891666666666663,113.23116666666665,205851.16666666666
Taylor Swift,Person,Female,Folklore,Taylor Swift,True,16,0.567875,0.4250625,4.0,-10.2470625,0.875,0.04043125,0.7108125000000001,0.000210954375,0.112625,0.38125,116.1481875,238537.125
Black Pumas,Group,Male,Black Pumas (Deluxe Edition),Black Pumas,False,21,0.5624761904761905,0.6237619047619049,6.238095238095238,-8.360619047619048,0.2857142857142857,0.05681904761904762,0.2515509523809524,0.011198510000000002,0.16728571428571432,0.6792857142857143,119.28842857142857,266586.0
Jhene Aiko,Person,Female,Chilombo,Jhené Aiko,False,20,0.4791,0.40009499999999987,5.85,-11.3861,0.45,0.17045499999999997,0.59701,0.000237203,0.20125500000000002,0.36635,106.49360000000001,190761.35
Jacob Collier,Person,Male,Djesse Vol. 3,Jacob Collier,False,12,0.5600833333333334,0.5458333333333333,3.6666666666666665,-9.520333333333335,0.8333333333333334,0.28577500000000006,0.4685000000000001,0.0014855983333333332,0.24374166666666672,0.4347583333333333,107.63433333333334,205433.41666666666
Coldplay,Group,Male,Everyday Life,Coldplay,False,16,0.4563125,0.41581250000000003,6.4375,-12.204875,0.8125,0.053843749999999996,0.62352025,0.365651875,0.19864375,0.29231874999999996,125.22300000000001,198512.5
Dua Lipa,Person,Female,Future Nostalgia,Dua Lipa,False,11,0.7135454545454545,0.715090909090909,5.7272727272727275,-4.513545454545454,0.45454545454545453,0.08278181818181819,0.09091909090909091,8.053999999999998e-05,0.17267272727272728,0.6703636363636364,114.15872727272726,203940.72727272726
Post Malone,Person,Male,Hollywood's Bleeding,Post Malone,False,17,0.6072941176470588,0.6631764705882353,3.176470588235294,-4.247999999999999,0.7647058823529411,0.08351176470588235,0.27957647058823526,0.0001460870588235294,0.1466058823529412,0.3861764705882353,120.84870588235293,180249.41176470587
Haim,Group,Female,Women in Music Pt. III,Haim,False,18,0.6462777777777777,0.6179999999999999,4.666666666666667,-6.635277777777777,0.8333333333333334,0.06928333333333334,0.3259666666666667,0.002859127777777778,0.17414444444444446,0.608888888888889,116.46377777777778,193784.44444444444
Jon Batiste,Person,Male,We Are,Jon Batiste,True,13,0.6353076923076922,0.5136923076923077,5.230769230769231,-8.891384615384615,0.6153846153846154,0.15381538461538463,0.29828461538461537,0.12616291538461538,0.15387692307692308,0.5945230769230768,118.05261538461538,175509.46153846153
H.E.R.,Person,Female,Back of My Mind,H.E.R.,False,21,0.5538095238095239,0.49523809523809526,5.142857142857143,-8.18542857142857,0.3333333333333333,0.14524761904761901,0.3907157142857142,0.0010960680952380954,0.12784285714285715,0.2864904761904762,100.67552380952381,226980.14285714287
Kanye West,Person,Male,Donda,Kanye West,False,27,0.5718518518518519,0.5144222222222223,4.925925925925926,-7.377925925925926,0.6296296296296297,0.16276296296296297,0.266785925925926,0.030390070370370368,0.21797407407407407,0.28516296296296295,116.44540740740742,242192.03703703705
Taylor Swift,Person,Female,Evermore,Taylor Swift,False,15,0.5188666666666667,0.4913333333333334,5.133333333333334,-9.822466666666665,0.9333333333333333,0.0611,0.7953333333333332,0.023358142000000002,0.11493333333333333,0.42060000000000003,117.47906666666667,243014.26666666666
Billie Eilish,Person,Female,Happier Than Ever,Billie Eilish,False,16,0.622125,0.313625,6.125,-11.9048125,0.5625,0.09896875,0.6355875,0.24390537500000004,0.14773124999999998,0.3055625,109.05275,210988.0
Justin Bieber,Person,Male,Justice (Triple Chucks Deluxe),Justin Bieber,False,22,0.6319545454545454,0.5429545454545456,5.045454545454546,-7.2751363636363635,0.8181818181818182,0.08246818181818183,0.3178210909090909,6.21409090909091e-06,0.15804090909090907,0.4435863636363637,117.23400000000001,177705.0
Tony Bennett,Person,Male,Love for Sale,Tony Bennett,False,12,0.4841666666666667,0.4656666666666667,5.833333333333333,-7.107833333333335,0.6666666666666666,0.0623,0.7116666666666668,5.686666666666667e-06,0.21864999999999998,0.4983333333333333,114.83025000000002,219585.5
Lil Nas X,Person,Male,Montero,Lil Nas X,False,15,0.6656666666666666,0.6121333333333333,5.266666666666667,-7.212866666666667,0.26666666666666666,0.12246666666666667,0.26379600000000003,0.00022295066666666667,0.17417333333333335,0.44666666666666666,129.2544,165179.53333333333
Doja Cat,Person,Female,Planet Her (Deluxe),Doja Cat,False,19,0.7582105263157894,0.6291578947368421,6.526315789473684,-5.7361578947368415,0.631578947368421,0.12135263157894736,0.24048947368421048,0.002319187368421053,0.1422368421052632,0.5802105263157895,125.40794736842106,187804.84210526315
Olivia Rodrigo,Person,Female,Sour,Olivia Rodrigo,False,11,0.511909090909091,0.42018181818181827,5.636363636363637,-8.86109090909091,0.9090909090909091,0.08719090909090908,0.5745545454545454,3.7218181818181816e-06,0.15465454545454546,0.3166272727272727,141.5209090909091,189670.45454545456
Harry Styles,Person,Male,Harry's House,Harry Styles,True,13,0.6273846153846153,0.5613846153846154,5.076923076923077,-7.095076923076923,0.7692307692307693,0.054253846153846146,0.46823076923076923,0.020792553846153843,0.13572307692307695,0.5952307692307692,133.88738461538463,193812.38461538462
Adele,Person,Female,30,Adele,False,12,0.5065833333333333,0.48266666666666663,5.666666666666667,-7.645,0.75,0.0682,0.592175,0.0003911958333333334,0.14403333333333335,0.33000000000000007,131.84133333333332,291502.6666666667
Mary J. Blige,Person,Female,Good Morning Gorgeous (Deluxe),Mary J. Blige,False,19,0.5954210526315789,0.6503684210526316,4.578947368421052,-6.278315789473683,0.631578947368421,0.2076842105263158,0.3088263157894737,0.0009128421052631578,0.14530526315789472,0.5180526315789473,112.64063157894736,194650.05263157896
Brandi Carlile,Person,Female,In These Silent Days,Brandi Carlile,False,10,0.5153000000000001,0.42252,5.3,-8.4657,0.6,0.03752,0.512855,8.628000000000001e-06,0.10890999999999999,0.3181,121.4632,230296.3
Kendrick Lamar,Person,Male,Mr. Morale & the Big Steppers,Kendrick Lamar,False,19,0.6327368421052632,0.5770526315789473,5.157894736842105,-8.973684210526315,0.42105263157894735,0.24315263157894734,0.4812105263157894,0.0007365973684210526,0.15612105263157897,0.5261052631578947,121.55778947368424,248698.57894736843
Coldplay,Group,Male,Music of the Spheres,Coldplay,False,12,0.4190749999999999,0.5620083333333333,3.5833333333333335,-11.275250000000002,0.6666666666666666,0.05356666666666667,0.3752518333333333,0.33036791666666665,0.25856666666666667,0.21655,140.93575,209217.75
Beyonce,Person,Female,Renaissance,Beyoncé,False,16,0.7295,0.66575,4.0,-7.2489375,0.6875,0.13819375,0.062996125,0.0035603925,0.26078749999999995,0.42965625,117.673,233856.9375
Lizzo,Person,Female,Special,Lizzo,False,12,0.693,0.6724166666666668,5.916666666666667,-5.537499999999999,0.4166666666666667,0.07829166666666666,0.10987083333333332,1.2825e-06,0.21761666666666665,0.6585,116.02491666666667,176376.91666666666
Bad Bunny,Person,Male,Un Verano Sin Ti,Bad Bunny,False,23,0.7566521739130436,0.657391304347826,5.304347826086956,-6.060695652173914,0.4782608695652174,0.11996521739130438,0.25810434782608693,0.0002487178260869565,0.2169608695652174,0.4848260869565218,118.2793913043478,213529.1739130435
ABBA,Group,Mixed,Voyage,ABBA,False,10,0.5562,0.47309999999999997,4.5,-9.562999999999999,0.9,0.02938,0.5421000000000001,0.074079934,0.17898999999999998,0.5083,108.09549999999999,222918.5
